adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,41580,tt0109454,fr,Le colonel Chabert,"Colonel Chabert has been severely wounded in the French-Russian Napoleonic war to the point that the medical examiner has signed his death certificate. When he regains his health and memory, he goes back to Paris, where his ""widow"", Anne has married the Count Ferraud and is financing his rise to power using Chabert's money. Chabert hires a lawyer to help him get back his money and his honor.",[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1994-01-01,0,110.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Colonel Chabert
FALSE,,45000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",,315,tt0059170,en,"Faster, Pussycat! Kill! Kill!","Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.","[{'name': 'Eve Productions Inc.', 'id': 170}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1965-08-06,0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Go-Go For a Wild Ride With the ACTION GIRLS!,"Faster, Pussycat! Kill! Kill!"
FALSE,,7000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,22067,tt0110186,en,Jason's Lyric,The story of a young man who must confront his own fears about love as well as his relationships with family and friends.,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-28,20851521,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Love is courage.,Jason's Lyric
FALSE,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",,18242,tt0108069,en,The Secret Adventures of Tom Thumb,A boy born the size of a small doll is kidnapped by a genetic lab and must find a way back to his father in this inventive adventure filmed using stop motion animation techniques.,"[{'name': 'Bolex Brothers', 'id': 6215}, {'name': 'Lumen Films', 'id': 6216}, {'name': 'Tara', 'id': 6217}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1993-12-10,0,61.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A nursery crime of epic proportions...,The Secret Adventures of Tom Thumb
FALSE,"{'id': 261203, 'name': 'Street Fighter', 'poster_path': '/srmcIOxfqARcnHmgHLVNzzFM2RV.jpg', 'backdrop_path': '/u5w0uNoQDqUkmErqMsh4RVVOgyy.jpg'}",35000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",,11667,tt0111301,en,Street Fighter,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Capcom', 'id': 7220}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-12-22,99423521,102.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,The fight to save the world is on!,Street Fighter
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,32502,tt0112702,en,Coldblooded,"Cosmo, an affectless mob bookie who lives in the basement of a retirement home, is promoted to hitman. He learns his new trade from Steve, a seasoned killer. He falls in love with a yoga teacher, Jasmine, and must figure out a way to leave the mob so they can be together.","[{'name': 'Propaganda Films', 'id': 278}, {'name': 'Motion Picture Corporation of America (MPCA)', 'id': 11061}, {'name': 'Polygram Filmed Entertainment', 'id': 31080}, {'name': 'Snowback Productions', 'id': 33419}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-15,0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Coldblooded
FALSE,,0,[],,267188,tt0112849,en,Desert Winds,"Jackie and Eugene are joined by a mystical wind tunnel which enables them to speak across a 500-mile desert. Believed by the Indians to be an omen of good luck, the wind inspires both characters to face their fears and follow their hearts.",[],[],1997-12-31,0,97.0,[],Released,It began with a whisper,Desert Winds
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,28732,tt0113014,en,Fall Time,"Three young men decide to plan a mock kidnapping, but everything goes wrong because a real bank robbery was already planned by two other guys.","[{'name': 'Live Entertainment', 'id': 285}, {'name': 'Capitol Films', 'id': 826}, {'name': 'Bates Entertainmant', 'id': 16835}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-05-13,0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Wrong People, Wrong Place, Wrong Time.",Fall Time
FALSE,"{'id': 439409, 'name': 'Fear Collection', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,75555,tt0113043,en,The Fear,A weekend of 'fear therapy' turns into a nightmare of terror when a mannequin comes to life. Only those with the courage to confront their demons will survive.,"[{'name': 'A-Pix Entertainment', 'id': 14280}, {'name': 'Devin Entertainment', 'id': 37300}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-01-20,0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He's whatever scares you the most,The Fear
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,42981,tt0113104,en,Frank and Ollie,"Before computer graphics, special effects wizardry, and out-of-this world technology, the magic of animation flowed from the pencils of two of the greatest animators The Walt Disney Company ever produced -- Frank Thomas and Ollie Johnston. Frank and Ollie, the talent behind BAMBI, PINOCCHIO, LADY AND THE TRAMP, THE JUNGLE BOOK, and others, set the standard for such modern-day hits as THE LION KING. It was their creative genius that helped make Disney synonymous with brilliant animation, magnificent music, and emotional storytelling. Take a journey with these extraordinary artists as they share secrets, insights, and the inspiration behind some of the greatest animated movies the world has ever known!","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Theodore Thomas Productions', 'id': 90509}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-20,0,89.0,[],Released,,Frank and Ollie
FALSE,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,278939,tt0113173,en,Girl in the Cadillac,"A runaway teenage girl and a drifter rob a bank, hit the road to elude the Texas Rangers and find love on the run.","[{'name': 'Overseas FilmGroup', 'id': 888}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-24,0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,On our first date... we robbed a bank,Girl in the Cadillac
FALSE,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,291731,tt0113319,en,Homage,"The young caretaker at the estate of a reclusive woman develops a dangerous obsession with her daughter, a sexy television star. Unexpected twists and turns.","[{'name': 'Skyline Entertainment Partners', 'id': 38179}, {'name': 'Arrow', 'id': 38289}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-05-03,0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He would sacrifice everything for her...even her.,Homage
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,226229,tt0113827,en,Mirage,Matteo Juarez is a retired detective hired by a local businessman to follow his wife Jennifer. She has a split personality and seems to be putting herself in danger without knowing it.,[],[],1995-11-21,0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Love is the deadliest illusion.,Mirage
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,203119,tt0114047,en,Open Season,"When the television ratings machines suddenly malfunction, public television suddenly, but mistakenly, soars to #1 in this humorous satire.","[{'name': 'Home Box Office (HBO)', 'id': 3268}, {'name': 'Frozen Rope Productions Inc.', 'id': 38276}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-05-03,0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Open Season
FALSE,,0,[],,172923,tt0112889,en,Dos Crímenes,"Greed and playing into the hand of providence provides the focus of this Mexican comedy adapted from a novel by Jorge Ibarguengoitia. Marcos, an architect, has just returned to the home of his wealthy uncle Ramon after squandering his money in Mexico City and subsequently finding himself falsely accused of a crime. Although he is flat-broke, he conceals this from Ramon, telling him that he has returned home to buy a local gold mine. Marcos finds the lies come easily as begins trying to induce his uncle to fund his endeavor. Irascible Ramon, who likes Marcos for his similar love of drinking and smoking is duped, but Ramon's sons are not fooled by Marcos. To them he is a threat, and they fear he will be placed in the will. Soon all of them are trying to out-manipulate each other. Even Ramon, who is not as innocent as he appears is involved in the mayhem.",[],[],1995-05-26,0,0.0,[],Released,,Dos Crímenes
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,316098,tt0109339,en,Brother Minister: The Assassination of Malcolm X,"Brother Minister reveals the mystery surrounding the assassination of Malcolm X at the Audubon Ballroom in New York City on February 21, 1965. It probes the innocence of two of the ...",[],[],1995-03-01,0,115.0,[],Released,,Brother Minister: The Assassination of Malcolm X
FALSE,"{'id': 8050, 'name': 'Highlander Collection', 'poster_path': '/mNIXoyFicGseg9NoG3NHKZolKze.jpg', 'backdrop_path': '/gY5NPUGGJJdaGPlEM6f2pfHNtit.jpg'}",26000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",,8011,tt0110027,en,Highlander III: The Sorcerer,"Starts off in the 15th century, with Connor McLeod (Christopher Lambert) training with another immortal swordsman, the Japanese sorcerer Nakano (Mako). When an evil immortal named Kane (Mario Van Peebles) kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.","[{'name': 'Trans-Film', 'id': 2662}, {'name': 'Initial Groupe', 'id': 22240}, {'name': 'Lumière Pictures', 'id': 25129}, {'name': 'Fallingcloud', 'id': 30655}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1994-11-29,36800000,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Throughout time they have hunted each other fulfilling the prophecy, that there can be only one.",Highlander: The Final Dimension
FALSE,,0,[],,171857,tt0109785,en,Federal Hill,"In Providence's Italian neighborhood, Federal Hill, five young are immersed in drugs, crime and violence. Everything changes when one of the guys in the band know love.",[],[],1995-02-24,0,97.0,[],Released,,Federal Hill
FALSE,,8000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",http://www.theofficialjohncarpenter.com/in-the-mouth-of-madness/,2654,tt0113409,en,In the Mouth of Madness,"With the disappearance of hack horror writer Sutter Cane, all Hell is breaking loose...literally! Author Cane, it seems, has a knack for description that really brings his evil creepy-crawlies to life. Insurance investigator John Trent is sent to investigate Cane's mysterious vanishing act and ends up in the sleepy little East Coast town of Hobb's End.","[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-12-12,8946600,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Lived Any Good Books Lately?,In the Mouth of Madness
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,18069,tt0109021,en,8 Seconds,"This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.","[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-02-25,0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Hang on for the ride of your life!,8 Seconds
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",http://www.newline.com/properties/abovetherim.html,19092,tt0109035,en,Above the Rim,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.","[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-03-23,0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some games you play. Some games play you.,Above the Rim
FALSE,"{'id': 11716, 'name': 'Addams Family Collection', 'poster_path': '/iqAjYCir8x2fc8eeQ2k4qZqOMP1.jpg', 'backdrop_path': '/gS5yZLrSJ6uNbsz17xoxf70X2Ws.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,2758,tt0106220,en,Addams Family Values,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Orion Pictures', 'id': 41}, {'name': 'Scott Rudin Productions', 'id': 258}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-11-19,48919043,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Family Just Got A Little Stranger,Addams Family Values
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,38129,tt0111804,en,Martin Lawrence: You So Crazy,"Stand up comedy by Martin Lawrence, filmed in the Majestic Theater in New York City. Martin Lawrence talks about everything from racism, to relationships, to his childhood.","[{'name': 'HBO Independent Productions', 'id': 21222}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-04-27,0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Uncut. Unrated. Unbelievably Funny.,Martin Lawrence: You So Crazy
FALSE,,34000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,10436,tt0106226,en,The Age of Innocence,"Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.","[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-09-17,32255440,139.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,In a world of tradition. In an age of innocence. They dared to break the rules.,The Age of Innocence
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10402, 'name': 'Music'}]",,13595,tt0109068,en,Airheads,The Lone Rangers have heavy-metal dreams and a single demo tape they can't get anyone to play. The solution: Hijack an AM rock station and hold the deejays hostage until they agree to broadcast the band's tape.,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Island World', 'id': 1595}, {'name': 'Robert Simonds Productions', 'id': 3929}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-08-05,0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The amps are on but nobody's home.,Airheads
FALSE,,17080000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,46094,tt0109067,en,The Air Up There,"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball prodigy Jimmy glimpsed in a home movie. But Saleh is the chief's son and has responsibilities at home, since the tribe's land is threatened by a mining company with its own hotshot basketball team.","[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Interscope Communications', 'id': 10201}, {'name': 'Nomura Babcock & Brown', 'id': 12883}, {'name': 'NBB Unit One Film Partners', 'id': 82606}, {'name': 'Longview Entertainment', 'id': 82607}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-01-07,21011500,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Air Up There
FALSE,"{'id': 162028, 'name': 'Stakeout Collection', 'poster_path': '/oGai5vrDh7VkuTfsJjO31OcEXQk.jpg', 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,9409,tt0106292,en,Another Stakeout,"Chris and Bill are called upon for their excellent surveillance record to stakeout a lakeside home where a Mafia trial witness is believed to be heading or already hiding. Unlike their earlier _Stakeout_, this time they are accompanied by Gina Garret from the DA's office and her pet rottweiler 'Archie'; their cover, husband and wife with son Bill.","[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-07-22,0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"They're on the look out for thrills, action and adventure.",Another Stakeout
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",,11853,tt0109198,en,Bad Girls,"Four former harlots try to leave the wild west (Colorado, to be exact) and head north to make a better life for themselves. Unfortunately someone from Cody's past won't let it happen that easily.","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Ruddy Morgan Organization, The', 'id': 89311}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-04-22,15240435,99.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,It was a dangerous time to be a woman. And a good time to have friends.,Bad Girls
FALSE,,3200000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,16771,tt0109219,en,Barcelona,"During the 1980s, uptight Ted Boynton is a salesman working in the Barcelona office of a Chicago-based company. He receives an unexpected visit from his cousin Fred, a naval officer who has come to Spain on a public relations mission for a U.S. fleet. Not exactly friends in the past, Ted and Fred strike up relationships with women in the Spanish city and experience conflicts -- Ted with his employer, and Fred with the Barcelona community.","[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Barcelona Films', 'id': 16737}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-29,0,100.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Americans. Anti Americans. In Love.,Barcelona
FALSE,,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",,46924,tt0106379,en,Being Human,One man must learn the meaning of courage across four lifetimes centuries apart.,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Enigma Productions', 'id': 7049}, {'name': 'BSB', 'id': 58750}, {'name': 'NatWest Ventures', 'id': 79560}, {'name': 'Fujisankei', 'id': 79561}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1994-05-06,0,122.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'gd', 'name': ''}]",Released,"For Hector, history has a way of repeating itself.",Being Human
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,11041,tt0106400,en,The Beverly Hillbillies,"Jed Clampett and kin move from Arkansas to Beverly Hills when he becomes a billionaire, after an oil strike. The country folk are very naive with regard to life in the big city, so when Jed starts a search for a new wife there are inevitably plenty of takers and con artists ready to make a fast buck","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-10-15,0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The day they moved in... Beverly Hills moved out.,The Beverly Hillbillies
FALSE,"{'id': 85861, 'name': 'Beverly Hills Cop Collection', 'poster_path': '/fjKbHh7GpTARbiLj0RF7zc5iD0G.jpg', 'backdrop_path': '/lhZQuT76B9YcxZIudXZMhhWCKcl.jpg'}",50000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,306,tt0109254,en,Beverly Hills Cop III,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Eddie Murphy Productions', 'id': 30}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-05-24,119208989,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Beverly Hills Cop III
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,14522,tt0109279,en,Black Beauty,"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.","[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-29,0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Black Beauty
FALSE,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,26203,tt0109297,en,Blink,"Emma is an attractive girl in her 20s who has been blind for 20 years. A new type of eye operation partially restores her sight, but she is having problems: sometimes she doesn't ""remember"" what she's seen until later. One night she is awakened by a commotion upstairs. Peering out of her door, she sees a shadowy figure descending the stairs. Convinced that her neighbour has been murdered she approaches the police, only to find that she is unsure if it was just her new eyes playing tricks on her.","[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-01-26,16668552,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"What you can't see, can kill you.",Blink
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",http://www.mgm.com/#/our-titles/215/Blown-Away,178,tt0109303,en,Blown Away,Blown Away tells the story of Jimmy Dove who works for the Boston bomb squad. Shortly after Dove leaves the force his partner is killed by a bomb that Dove thinks might have been made by someone he knows.,"[{'name': 'Trilogy Entertainment Group', 'id': 2231}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-01,30156002,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,5. 4. 3. 2. 1......Time's Up.,Blown Away
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,19819,tt0109305,en,Blue Chips,"Pete Bell, a college basketball coach is under a lot of pressure. His team aren't winning and he cannot attract new players. The stars of the future are secretly being paid by boosters. This practice is forbidden in the college game, but Pete is desperate and has pressures from all around.","[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-02-18,0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Blue Chips
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,57834,tt0109306,en,Blue Sky,"Hank Marshall is a tough, square-jawed, straitlaced Army engineer and nuclear science expert, assigned to help conduct weapons-testing in 1950's America. Hank has become a thorn in the side of the Army, though, for a couple of very different reasons. He is an outspoken opponent of atmospheric testing, though his superiors hold contrary views and want to squelch his concerns...and his reports. The other problem is his wife, Carly. She is voluptuous and volatile, wreaking havoc in his personal life and stirring up intrigue at each new Army base.","[{'name': 'Orion Pictures Corporation', 'id': 14150}, {'name': 'Heathrow Productions', 'id': 18070}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-16,0,101.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"In a world of secrets, love is the most powerful weapon.",Blue Sky
FALSE,,13000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,4722,tt0106452,en,Body Snatchers,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Dorset Productions', 'id': 10098}, {'name': 'Robert H. Solo Productions', 'id': 10099}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-06-09,428868,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Imagine... you're gone and someone else is living inside your body.,Body Snatchers
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,18215,tt0106471,en,Boxing Helena,"A top surgeon is besotted with a beautiful woman who once ditched him. Unable to come to terms with life without her, he tries to convince her that they need each other. She has other ideas, but an horrific accident leaves her at his mercy. The plot is bizarre and perhaps sick at times, ending abruptly and with a twist.","[{'name': 'Mainline Pictures', 'id': 70969}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-06-18,1796389,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Beyond love, beyond obsession, there hides something beyond reason.",Boxing Helena
FALSE,,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,1607,tt0106489,en,A Bronx Tale,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.","[{'name': 'HBO Films', 'id': 7429}, {'name': 'Savoy Pictures', 'id': 11308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-09-14,17287898,121.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"One man lives in the neighborhood, another man owns it.",A Bronx Tale
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,26391,tt0109361,en,Cabin Boy,"A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat, and faces the wrath of a crew that considers him bad luck.","[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-01-07,3662459,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"He's Setting Sail On The High Seas... Without A Rudder, A Compass, Or A Clue!",Cabin Boy
FALSE,,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",http://www.sonymoviechannel.com/movies/calendar-girl/details,117553,tt0106505,en,Calendar Girl,"Like many adolescent boys, Roy Darpinian had the hots for movie divas, and one in particular was his wet dream as half of America's in the 1950s: Marilyn Monroe. The difference is, one summer holiday he actually decided to enlist his spineless buddies, Scott Foreman and Ned Bleuer, to actually drive all the way to Hollywood and make as many desperate attempts as it takes to meet her or get arrested trying, and no setback or embarrassment (even publicly bare-ass) can stop or distract him. Against all odds, he finally even got a chance to help her...","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Parkway Productions', 'id': 1350}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-09-03,2570145,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Three boy's journey to discovery in the Hollywood of the early sixties.,Calendar Girl
